ID,name,ccaa,province,start,midpoint,trailrank,distance,gradient,min_alt,max_alt,municipality,mountain_passes_ids,municipalities_ids
3605,hernani circular 80km. por goizueta - basakabi - leiza - berastegi y tolosa,,,"[-1.968247,43.266123]","[-1.884515,43.086336]",46,83,1124,30,710,,"[341, 394]",
7091,Sopuerta - Villaverde - Guriezo - Pto La Granja - Sámano - Pto Las Muñecas - Sopuerta,,,"[-3.154181,43.27377]","[-3.293624,43.354136]",37,59,1262,7,372,,"[329, 342]",
7342,Tolosa - Belauntza- Leaburu - Gaztelu - Altzo - Amezketa - Tolosa,,,"[-2.071357,43.141547]","[-2.08527,43.101491]",37,40,696,68,453,,[343],
8426,Rabbits Viajeros Por la Serranía de Cuenca,,,"[-2.141281,40.071888]","[-1.971558,40.222283]",48,86,2256,913,1424,,"[345, 860, 993]",
2879,El Escorial - Fresnedillas de la Oliva - Arrebtacapas - El Boqureron - Avila -Lavajos,,,"[-4.132649,40.585587]","[-4.51545,40.490681]",45,136,1719,681,1180,,"[310, 346]",
7648,Usurbil - Tolosa - Alkiza - Andazarrate - Aia - Orio - Mendizorrotz - Donostia - Aginaga - Usurbil.,,,"[-2.051771,43.27191]","[-2.157123,43.220475]",45,91,1707,43,502,,"[303, 347, 616, 812, 911]",
2261,Circular Bilbao rekalde a kobeta mendi.,,,"[-2.946479,43.254161]","[-2.963166,43.255061]",42,16,327,37,299,,"[348, 536, 646, 783]",
5602,Poblet - Coll de l'Arena,,,"[0.874455,41.322131]","[1.016509,41.346957]",74,113,2151,166,989,,"[280, 349]",
2336,COL DE IZPEGI(672m) desde Saint Jean de Pied de Port(Francia),,,"[-1.234654,43.167293]","[-1.38728,43.182343]",45,39,840,68,585,,[350],
2008,"Casarejos Mojon Pardo,Cabeza Alta, El Cargadero, Casarejos",,,"[-3.030672,41.795507]","[-2.942922,41.92339]",44,79,1310,966,1410,,"[352, 877]",
8559,Bergara - Elorrio - Durango - Gernika - Oma - Lekeitio - Ondarroa - Deba - Bergara,,,"[-2.407591,43.119868]","[-2.644071,43.336548]",40,135,3060,0,474,,"[290, 353, 357]",
4761,"Moclin, Tozar, Illora - Granada - 20-03-2014",,,"[-3.596758,37.182373]","[-3.817193,37.364488]",90,110,1245,548,1029,,"[296, 354, 912]",
8458,[91 km / 1215 mt +] Palma del Condado Valverde del Camino Marigenta (2017-09-12),,,"[-6.555942,37.390013]","[-6.556467,37.594307]",45,91,1191,59,383,,[355],
213,20140427 LA LORA - CAÑON EBRO - SEDANO IBP 86 BYC,,,"[-3.801935,42.735879]","[-3.76299,42.808109]",32,97,1271,643,1089,,"[218, 356, 361, 867]",
8791,Bizkaia costa: Preciosa ruta por carreteras poco transitadas.,,,"[-2.350303,43.297675]","[-2.66995,43.411344]",35,97,1758,6,264,,[357],
9720,Bilbao,,,"[-2.931486,43.270881]","[-2.91013,43.218972]",13,35,2633,73,708,,"[358, 536, 848, 983]",
7897,Vilafortuny - Coll de Teixeta - Mont-roig del Camp - Mainou - Cambrils - Vilafortuny,,,"[1.104384,41.071694]","[0.921925,41.166864]",63,74,754,0,557,,[359],
8499,Tres valles y una ría,,,"[-3.320757,43.37984]","[-3.556096,43.369713]",42,71,1429,0,346,,[360],
8752,Covanera y sus alrededores I,,,"[-3.800402,42.736729]","[-3.924631,42.81649]",36,64,1205,659,1076,,"[218, 361]",
4964,Muntsa berriz mallabi Abadiño,,,"[-2.602305,43.145166]","[-2.553564,43.18322]",20,37,777,146,468,,"[328, 362, 1096]",
5423,País Leonés; 7 PUERTOS DEL ALTO TORIO,,,"[-5.509225,42.835426]","[-5.544353,42.977859]",45,128,1823,990,1380,,"[363, 981]",
3305,Gasteiz-Agurain-Opakua-Kontrasta-Sabando-Maeztu-Azazeta-Gasteiz,,,"[-2.660547,42.849606]","[-2.309675,42.764851]",46,83,999,584,1078,,"[364, 776, 1095]",
8057,Vitoria - santuario de oro - Vitoria,,,"[-2.65137,42.854727]","[-2.825363,42.932107]",34,63,626,481,813,,[365],
8475,Las 7 cimas (Comarca del Aranda),,,"[-1.630029,41.539054]","[-1.644103,41.644292]",43,137,2990,457,1385,,"[304, 366]",
7629,Usurbil - Goizueta - Basakabi - Leitza - Huitzi - Lekunberri - Azpiroz - Tolosa - Andazarrate - Aia - Zarautz.,,,"[-2.051779,43.271913]","[-1.937273,43.025743]",56,128,1793,44,865,,"[242, 367, 378, 394, 812, 911]",
6940,Sestao-Zorroza-Artziniega-Alto de Ro-Villasana de Mena-Balmaseda-Sodupe-Sestao,,,"[-3.0079,43.30915]","[-3.25641,43.10678]",39,95,3978,0,554,,[368],
5506,PGY-22/05/2012-MECO-CABANILLAS-GUADALAJARA-EL SOTILLO-HORCHE-EL POZO-CHILOECHES-AZUQUECA-TORRE-MECO,,,"[-3.31171,40.553331]","[-3.106026,40.540907]",41,75,729,569,945,,[370],
4934,Morga-Bilbo-Zalla-Ubieta mendi-Bilbo-Getxo-Sopela-Gerekiz-Foru,,,"[-2.679202,43.324127]","[-3.132151,43.232689]",34,180,1810,0,624,,"[338, 371, 671, 927]",
8677,Salida 110913. Rodeando La Sierra de Pela,,,"[-2.980524,41.311059]","[-3.253786,41.319479]",37,86,1320,1090,1412,,[372],
1026,Aretxabaleta-Acedo. Vasco-Navarro,,,"[-2.507573,43.032902]","[-2.544056,42.820473]",43,88,1445,305,959,,"[279, 373]",
9561,Basauri,,,"[-2.895265,43.23688]","[-2.947267,43.213047]",18,40,1311,42,609,,[374],
7522,Treviño Oeste,,,"[-2.66831,42.840409]","[-2.780595,42.685253]",49,120,1660,464,827,,[375],
7765,VALLE DE LOSA (BURGOS),,,"[-3.223063,42.978494]","[-3.10887,42.847276]",49,60,607,529,905,,[376],
1618,BILBO - CASTRO - LIMPIAS - KARRANTZA - ZALLA - BILBO,,,"[-2.928705,43.249923]","[-3.441838,43.324627]",48,141,1659,2,434,,"[377, 381, 510]",
782,Alto de Ezkurra - Puerto de Uitzi - Uitzi,,,"[-1.876612,43.083157]","[-1.916343,43.046247]",55,25,672,453,805,,"[378, 394]",
93,106 Km despedida de año en Urkiola,,,"[-2.665283,42.852926]","[-2.643399,43.150654]",36,106,1095,112,703,,"[279, 373, 379, 712]",
8682,Iº Brevet Independiente de Castelló,,,"[0.460127,40.454913]","[-0.17276,40.4803]",37,240,3686,4,1292,,[380],
8532,Castro - Castro 2017,,,"[-3.220916,43.383697]","[-3.4282,43.268106]",41,98,1322,0,434,,"[377, 381]",
8913,SR Euskalerria II,,,"[-2.157667,43.284426]","[-2.169737,43.142475]",32,602,13470,0,692,,"[178, 257, 281, 290, 303, 328, 331, 341, 347, 353, 357, 379, 382, 386, 394, 609, 616, 724, 782, 812, 842, 856, 911, 917, 1000, 1039, 1048, 1059, 1065, 1096]",
2769,E11 Vuelta a España 2018 Mombuey Luintra,,,"[-6.403786,42.031926]","[-7.184281,42.3368]",32,224,4256,225,1313,,[383],
8866,Derio-Morga-Errigoiti-Bermeo-Bakio-Gatika-Derio,,,"[-2.87742,43.29314]","[-2.69637,43.39953]",33,90,1262,50,338,,"[313, 327, 338, 385, 526, 722]",
8287,Zumaia - Oñati - Udana - Atagoiti - Gabiria - Beasain - Tolosa - Usurbil.,,,"[-2.251774,43.292084]","[-2.346606,43.026673]",49,133,1610,48,573,,"[386, 397, 1059, 1065]",
8476,Bilbao - Muskiz - Galdames - Güeñes - Bilbao,,,"[-2.954905,43.260492]","[-3.135497,43.278341]",43,63,1528,5,257,,[387],
6228,Rubí-MiR-La Conreria-La Vallensana-Cerdanyola-Forat del Vent-Arrabassada-Tibidabo-St. Cugat-Rubí,,,"[2.029265,41.493163]","[2.155649,41.488205]",40,87,1372,89,584,,"[315, 388, 822]",
3409,"Golobar, Fuente del Chico, Alto del Bardal",,,"[-4.258431,42.798149]","[-4.367173,43.040403]",34,137,2579,843,1975,,"[111, 389]",
8384,Colmenar Viejo y la Sierra Pobre,,,"[-3.76953,40.670047]","[-3.658242,40.856604]",55,87,1366,713,1272,,[390],
5366,"PAMPLONA - ZARAGOZA. Pasando por Sangüesa, las Cinco Villas y Sierra de Luna.",,,"[-1.694285,42.804124]","[-1.276218,42.290337]",35,193,1390,191,852,,[391],
9335,Santiago de Compostela - Agro do Mestre - Chaián - Santiago de Compostela,,,"[-8.545,42.886839]","[-8.648665,42.952198]",23,38,725,79,460,,[392],
7630,Usurbil - Goizueta - Basakabi - Leitza - Huici - Lekunberri - Azpirotz - Tolosa - Andazarrate - Meagas - Garate - Zarautz.,,,"[-2.051779,43.271913]","[-1.937273,43.025743]",51,149,2658,44,865,,"[242, 367, 378, 394, 812, 911]",
6265,RUTA A EZCARAY ( ¡¡¡Pendiente de realizar!!! ),,,"[-3.658577,42.356278]","[-3.097762,42.318546]",36,154,1945,744,1246,,[395],
8508,LA INDURAIN 2015,,,"[-1.607851,42.832007]","[-1.584883,42.962344]",41,183,3124,203,975,,"[152, 396, 916, 1080]",
7620,Usurbil - Beasain - Gabiria - Atagoiti - Aztiria - Zerain - Segura - Beasain - Usurbil.,,,"[-2.051717,43.271964]","[-2.331121,43.038252]",59,120,1490,53,650,,"[397, 1065]",
6454,Sabiñánigo-Monrepós Viejo-Navasa-Sabiñánigo,,,"[-0.366217,42.521476]","[-0.488486,42.412669]",37,71,922,561,976,,[398],
7029,SIERRA NEVADA. La Calahorra- Puerto de La Ragua- Bayárcal- Laújar de Andarax- Ohanes- Abla- Huéneja,,,"[-3.062312,37.179235]","[-2.788657,37.010953]",39,120,2332,808,2032,,"[22, 399, 490]",
7995,Villasana de Mena: Ro-El Carel-Antuñano-Santa Coloma,,,"[-3.077648,43.177983]","[-3.314003,43.129715]",17,65,1316,81,558,,"[368, 400, 989]",
8506,Guadalajara - Torre del Burgo - Torija - Guadalajara,,,"[-3.162301,40.633768]","[-3.060179,40.756416]",42,55,847,698,983,,[401],
2764,Día 1/2 - Sierra Nevada - Granada - Pico Veleta,,,"[-3.568369,37.153454]","[-3.377341,37.077047]",64,108,2914,685,3386,,"[45, 402]",
6393,"Rutas Bicicleta Carretera en Granada - IBP 152 - Granada, Loja, Ventorros, Montefrio - 4-5-2011",,,"[-3.596928,37.182348]","[-3.408629,37.110767]",69,157,1673,674,2827,,"[45, 72, 403]",
3854,Jaén- Pico Almadén,,,"[-3.796789,37.777698]","[-3.528002,37.745496]",19,90,2245,397,2048,,[406],
1298,Barco de valdeorras Gobernadas Fonte da Cova O Barco,,,"[-6.977403,42.4112]","[-6.680704,42.328888]",21,102,2628,322,1846,,"[17, 407]",
6997,Sierra de la Bobia,,,"[-6.832486,43.552848]","[-7.008395,43.345613]",31,86,1515,2,1012,,[408],
2122,Cañamero-Guadalupe-Pico Villuercas-Navezuelas-Roturas-Cabañas del Castillo-La Solana-Berzocana-Cañamero,,,"[-5.388739,39.381638]","[-5.413744,39.479298]",40,87,2142,506,1584,,[409],
3454,Granada-Güejar Sierra-Collado del Alguacil y vuelta,,,"[-3.60205,37.150992]","[-3.383505,37.16942]",45,54,1263,674,1900,,[410],
7536,Trubia- La Ermita L'Alba- Trubia.,,,"[-5.97047,43.345391]","[-5.973704,43.173674]",27,66,1704,86,1248,,[411],
872,Amorebieta-Muniketas-Muxika-Alto Morga-Gamiz-Fruiz-Alto Morga-Amorebieta,,,"[-2.731228,43.219566]","[-2.77046,43.280746]",34,74,1129,69,453,,"[338, 353, 414, 1084]",
848,Altu de La Mozqueta/ La Colladiella (Altu de Urbiés).,,,"[-5.685901,43.300346]","[-5.713468,43.214092]",41,45,888,197,848,,"[416, 463, 545]",
385,89.Oiz Mendia por el Balcón de Bizkaia.Urrutxua y Montecalvo.23/10/2017 15:21:04,,,"[-2.660779,43.180545]","[-2.609977,43.236481]",35,72,1612,25,1021,,"[12, 353, 417, 1042, 1110]",
8493,Foz - Viveiro - Rinlo - Foz: Interior y Costa.,,,"[-7.259463,43.570925]","[-7.442359,43.679881]",42,125,3338,0,485,,"[418, 539, 630]",
5903,PUERTOS DE BARX,,,"[-0.476014,39.190773]","[-0.276273,39.00175]",41,113,1689,0,794,,"[52, 424, 447]",
6199,Ronda-Atajate-Cortes-Benaojan-Ronda,,,"[-5.149798,36.727334]","[-5.332715,36.602521]",44,82,1975,398,1075,,"[171, 426, 488]",
5727,Prado Llano por las Sabinas - Sierra nevada - 22/3/2010,,,"[-3.598462,37.182527]","[-3.39311,37.09466]",66,74,1799,672,2373,,"[45, 427]",
3307,Gasteiz Askazubi Aranzazu Udana Udala Arlaban,,,"[-2.695288,42.85019]","[-2.409613,43.030209]",27,163,2512,192,827,,"[251, 279, 373, 386, 428, 883]",
647,Alicante - Font del Arbre - Confrides - Finestrat - Alicante,,,"[-0.48477,38.344811]","[-0.278448,38.672128]",35,161,2485,0,1166,,"[429, 534, 626, 643, 644, 802, 956]",
8168,Vueltona a Somiedo: Pto San Lorenzo-La Farrapona-Pto Somiedo-Pto Ventana.,,,"[-6.096023,43.161663]","[-6.164039,43.095142]",42,137,3531,456,1719,,"[28, 42, 90, 430]",
5500,Peñíscola - Fredes - Peñíscola,,,"[0.397126,40.36373]","[0.16938,40.683758]",42,133,1493,4,1107,,"[435, 942]",
6603,San Mamede- Monte Meda- Rocas - Ourense,,,"[-7.499814,42.211123]","[-7.654668,42.368847]",15,54,580,363,1605,,[436],
5617,"Pola de Lena ,pto Pajares ,estacion Valgrande ,Cuitu Negru, Pola.",,,"[-5.827782,43.157794]","[-5.778499,42.970875]",38,64,1621,305,1796,,"[4, 69, 438]",
4754,Miño-Pontedeume-Central Eume-A Capela-Monfero-Betanzos,,,"[-8.209015,43.358337]","[-8.038399,43.369431]",58,72,1504,1,446,,"[439, 785]",
8315,Órgiva-Sierra de Lújar-Polopos-Calahonda-Motril-Salobreña,,,"[-3.436523,36.904115]","[-3.304936,36.770714]",43,75,1568,0,1300,,"[5, 13, 440]",
7563,Tx Ostitz Ultzama Orokieta Saldias Iruñarri Usategieta Huitzi Lekunberri Irurtzun Tx,,,"[-1.63666,42.827622]","[-1.798797,43.095235]",29,125,2145,343,1035,,"[378, 394, 441]",
9856,Sólo BEASAIN por el puto CORONAVIRUS,,,"[-2.208043,43.04794]","[-2.242752,43.064426]",16,50,1313,161,713,,"[442, 917]",
5964,Quiroga - Alto do Boi - Courel - Alto do Couto - Visuña - Quiroga,,,"[-7.270433,42.477409]","[-7.096993,42.620449]",47,85,2146,271,1307,,[444],
1275,Banyoles-Mare Déu del Mont-Rocacorba-Banyoles,,,"[2.762674,42.124987]","[2.738654,42.239703]",48,98,2015,93,1089,,[445],
8460,2011-06-11 Balaguer - Àger - Coll d´Ares - Camarasa - Balaguer,,,"[0.808667,41.793948]","[0.744699,42.058337]",44,126,2406,219,1555,,"[446, 598]",
2248,Cim del Mondúver,,,"[-0.184768,38.93378]","[-0.268975,39.010578]",38,45,902,14,805,,"[52, 424, 447]",
1173,Augaxosa (por O Vilar das Pedras) - Cruz da Cancela/Pico Becerreira (por O Vilar de Santiago),,,"[-7.29375,43.213601]","[-7.257381,43.382356]",33,66,1174,60,628,,[448],
1076,Arrasate-Karabieta-Arrate-Etxebarria-San Miguel-Elgoibar-Karakate,,,"[-2.486425,43.06612]","[-2.463299,43.244557]",29,93,2277,39,739,,"[273, 281, 290, 379, 449, 480, 609, 992]",
8378,"Mar i Muntanya: de 0 mts (Mataro) a 1600 mts (Turo de l´Home, Montseny)",,,"[2.424246,41.540413]","[2.460028,41.760066]",58,115,2202,0,1595,,"[18, 450]",
3434,"Granada, Cañar, Granada - 12-01-2014",,,"[-3.596713,37.182291]","[-3.429104,36.924899]",87,122,1719,466,1030,,[451],
5437,Pedaleando por Pedrafita e Courel,,,"[-7.021306,42.725705]","[-7.134058,42.668032]",35,53,1718,726,1332,,"[160, 452]",
5997,RB-11MALAGA-CASABERMEJA-VILLANUEVA...-LA JOYA-VALLE DEL ABDALAJIS-ALORA-MLG,,,"[-4.421847,36.720947]","[-4.52611,36.921266]",57,129,2348,10,891,,[455],
737,Al Puerto de Esperaban con el club y vuelta por el Puerto del Gamo,,,"[-6.349348,40.085316]","[-6.330311,40.306425]",21,116,1302,381,1281,,[458],
7734,Valencia - Silla - Almussafes - Navarres - Bicorp - Millares - Dos Aguas - Montserrat - Torrent,,,"[-0.357764,39.470842]","[-0.788229,39.132195]",60,184,2128,41,592,,[460],
4489,Lujo por retes de lanteno,,,"[-2.94623,43.266284]","[-3.0722,43.076779]",13,77,695,1,502,,"[461, 717]",
2350,Colladiella y Alto Colladona,,,"[-5.759089,43.17855]","[-5.611053,43.26297]",38,67,1939,238,842,,"[145, 463, 545, 719]",
3884,kdd chao verano 2019,,,"[-7.203645,43.201547]","[-6.96125,43.13379]",35,135,4059,220,1134,,"[469, 593, 746]",
6471,Salcidos--tuy--monte aloia--vilanova de cerveira--salcidos,,,"[-8.846007,41.899814]","[-8.668084,42.06642]",18,70,636,0,637,,[470],
4121,Lanjarón - haza del lino- cruce cádiar-Lanjarón,,,"[-3.474617,36.914317]","[-3.223032,36.869454]",50,94,2236,291,1288,,"[5, 13, 472]",
4797,"Mondujar, Torvizcón, Cástaras, Lobras, Orgiva, Mondujar",,,"[-3.545769,36.951962]","[-3.219902,36.939012]",34,119,2996,328,1221,,[474],
5513,Pico Javalambre y estación de ski de Valdelinares desde la Puebla de Valverde,,,"[-0.940194,40.219867]","[-0.78424,40.285917]",40,150,3175,924,2011,,"[189, 475, 541, 1115]",
5916,Puertos de Marabio,,,"[-5.979287,43.342915]","[-6.133435,43.247314]",39,81,2180,77,1104,,"[60, 476]",
1509,Bergara - Soraluze - Karakate - Soraluze - Bergara,,,"[-2.422533,43.122892]","[-2.406022,43.183855]",34,29,628,105,740,,[480],
1091,Arredondas - Chao do Couso (por Trabada) - Alto de Os Ramos (por Santa Marta),,,"[-7.396964,43.207505]","[-7.187484,43.444495]",34,112,2160,37,657,,"[482, 849]",
5201,Olot-Collfred-Santa Maria de Besora-Llaés-Sant Joan de les Abadesses-Coll de Jou-Ribes de Freser-Coll de Canes-Olot,,,"[2.472296,42.183547]","[2.28601,42.216531]",54,132,2848,417,1598,,"[49, 484]",
3117,Estepona-Jubrique-Algatocín-Gaucín-Manilva-Estepona. 20-DIC-13,,,"[-5.140254,36.426906]","[-5.233332,36.567002]",45,95,2367,0,1020,,"[151, 171, 488]",
7221,Subida Lindín + Padornelo,,,"[-7.360067,43.427969]","[-7.342445,43.424104]",24,8,486,112,597,,[489],
7028,"Sierra Nevada - Granada - IBP 298 - Vuelta por Guadix, Pto. Ragua, Alpujarra, y Lanjarón. 28/5/2009",,,"[-3.496168,37.180274]","[-3.133595,36.978152]",80,240,4161,487,2035,,"[22, 55, 490, 1030]",
5653,Por el valle del Cinca desde Ainsa hasta Tella.,,,"[0.150424,42.411761]","[0.168411,42.571342]",35,53,809,539,1318,,[491],
8357,subida al puerto del Sol,,,"[-4.125354,36.811239]","[-4.208935,36.966902]",64,78,1946,42,1088,,"[258, 492, 1104]",
7603,Urrexola - Zubiaur,,,"[-2.945531,43.103511]","[-2.945151,43.105175]",24,7,177,201,734,,[496],
7331,Titán de Tamajón (Tamajón - Campillo de Ranas - Majaelrayo - Riaza - Galve de Sorve - Valverde de los Arroyos - Tamajón),,,"[-3.249189,40.997607]","[-3.339589,41.314813]",50,157,3509,943,1741,,"[117, 118, 498]",
5958,QuesadaTiscar/Hinojares/Huesa/Quesada,,,"[-3.06844,37.842045]","[-2.979636,37.723813]",39,60,1160,455,1171,,[500],
6920,Seselle (Ares)-San Andrés de Teixido-Mirador Vixía de Herbeira-Cedeira,,,"[-8.227832,43.430016]","[-8.047061,43.655122]",34,78,1460,9,592,,[503],
2765,Día 2/2 - Pozo Alcón - Pico Jabalcón y Los 4 Embalses: Emb. Negratin - Emb. San Clemente - Emb. El Portillo - Emb. La Bolera,,,"[-2.934581,37.701319]","[-2.757808,37.515556]",48,160,2496,653,1475,,[504],
4263,Laudio-Luxaondo-San Roque-Aldama-Peña Negra-Jesuri-Laudio,,,"[-2.969485,43.1347]","[-2.948622,43.074431]",18,28,776,128,748,,"[496, 505]",
9957,Bilbao - Guriezo - Bilbao,,,"[-2.971272,43.276588]","[-3.322943,43.360611]",37,97,1264,12,322,,[510],
1538,Bertamirans - Mirador Monte Tremuzo - Pino do Val - Pereira - Bertamirans,,,"[-8.651099,42.859758]","[-8.962484,42.820201]",17,94,1856,0,465,,[511],
885,"ANDARRASO/ROSALES/FASGAR; Omaña, País Leonés",,,"[-5.583101,42.61124]","[-6.044391,42.788298]",32,184,2300,846,1524,,"[513, 546, 1074]",
3641,HONDARRIBIA-JAIZKIBEL-SAN SEBASTIÁN-CASTILLO DEL INGLES-HONDARRIBIA PLAYA,,,"[-1.807539,43.359582]","[-1.983322,43.315574]",40,72,1211,0,502,,"[125, 235, 257, 516]",
1280,Barakaldo-orduña-berberana-quincoces de yuso-peña angulo-baraka.,,,"[-2.996842,43.301026]","[-3.047684,42.924479]",30,131,1665,47,954,,"[143, 264, 517]",
4593,Marcha cicloturista Los Degollaos 2011,,,"[-0.550459,40.84584]","[-0.503861,40.510559]",35,135,3015,810,1710,,[519],
1144,Astillero - Alto del Caracol - Astillero,,,"[-3.816334,43.39321]","[-3.704837,43.232441]",44,74,1165,2,828,,[522],
586,Algimia de Almonacid-Benitandús-Villamalur,,,"[-0.444571,39.912557]","[-0.351779,39.982001]",62,51,1136,207,821,,"[523, 945]",
2724,"Donostia, Kukaharri, Andatza, Donostia",,,"[-2.005568,43.30486]","[-2.056598,43.267099]",29,62,1245,8,446,,"[303, 525]",
8863,Zornotza - Larrabetzu - Fika - Gernika - Mendata - Iurreta - Zornotza,,,"[-2.731217,43.218794]","[-2.690986,43.310091]",33,69,951,13,376,,"[313, 353, 385, 414, 526, 1042, 1084]",
8720,I KDD Gravel by Vikings,,,"[-3.461285,42.321935]","[-3.436318,42.253768]",36,47,1625,912,1988,,[527],
2090,Castro de Rei - Pastoriza - Riotorto - Cabanas - Ferreiravella - Meira - Fonfría - Castro de Rei,,,"[-7.397086,43.207586]","[-7.356693,43.426141]",34,73,1283,113,676,,[528],
9111,RUTA LA VICTORIOSA.,,,"[-6.413816,40.146872]","[-6.123774,40.482077]",29,265,6820,327,1693,,"[127, 166, 532, 605]",
2478,CORONANDO el GARBI por la FRONTERA desde Valencia ( Tramos con el 15% y 16% ),,,"[-0.370478,39.498055]","[-0.370335,39.705103]",96,69,787,12,589,,[533],
653,"Alicante. L'alcoià y La Marina baixa. 3 Sierras (Plans, Aitana, La Grana) y 3 puertos (Benifallim, Tudons, Teix). 13-MAY-16",,,"[-0.416968,38.603193]","[-0.322681,38.645868]",60,74,1749,278,1026,,"[534, 802, 956]",
3195,"FORMIGAL(1.530m) y HOZ DE JACA(1.272m) pasando por SANDINIÉS, rodando por los rincones del Valle de Tena(Aragón)",,,"[-0.301172,42.720457]","[-0.338291,42.763096]",47,40,1069,1080,1520,,[535],
1070,Arraiz (desde Rekalde)-Santa Agueda (desde Kastrexana)-Argalario desde Bilbo,,,"[-2.928941,43.257336]","[-3.00422,43.278125]",15,49,1184,14,547,,"[181, 348, 536, 619, 646, 783]",
944,Anos/Baio/Vimianzo/Cee/EZARO/Sta.Comba/Zas,,,"[-8.904218,43.169496]","[-9.106737,42.918966]",27,117,1660,0,474,,"[149, 537]",
1243,Bacoi-Chavín-Mirador San Roque (Vivero)-Bacoi,,,"[-7.3896,43.544968]","[-7.574962,43.658419]",53,86,1658,1,484,,[539],
4919,MORA DE RUBIELOS PICO JAVALAMBRE MORA DE RUBIELOS,,,"[-0.760446,40.247629]","[-1.020406,40.113605]",26,84,1470,934,2001,,"[189, 475, 541]",
3381,"Gijón - Oviedo y subida al Naranco en bici, por el alto de la madera",,,"[-5.644741,43.539667]","[-5.723586,43.386319]",40,44,1062,0,632,,[542],
4485,Lugones-Gargantada-Sotrondio-La Colladiella-Padrun-Manzaneda,,,"[-5.810296,43.401436]","[-5.651054,43.231321]",35,87,2360,141,853,,"[145, 463, 545, 1056, 1071]",
4179,LA ROBLA-CUETO ROSALES-RIOSECO,,,"[-5.63283,42.674425]","[-6.031109,42.779633]",31,116,1736,883,1537,,"[546, 1074]",
9372,Cañete la Real a Almargen,,,"[-5.028386,36.949345]","[-5.068266,36.969182]",22,22,725,497,942,,[547],
4195,"La ruta de las tres provincias: Ademuz, Aras de los Olmos, Santa Cruz de Moya y Puebla de San Miguel",,,"[-1.13818,39.92246]","[-1.2404,40.05622]",62,77,1448,668,1308,,[548],
8495,VILLANUEVA DEL ARZOVISPO 30-AGO-14 06:46:34 PM,,,"[-3.005343,38.163823]","[-2.897695,38.078921]",42,98,2383,437,1377,,"[551, 752]",
8916,Puerto Serrano / Mogote,,,"[-5.555664,36.924495]","[-5.412204,36.901869]",32,80,4600,189,1097,,"[552, 1094]",
9410,Justo sola MTB 'LIBERTAD',,,"[-2.304858,37.36469]","[-2.693236,37.238361]",21,143,4619,469,2159,,"[10, 29, 64, 77, 554]",
4982,Murgia Izarra Gujuli Unza Salto Nervion Virgen de orduña Orduña Oiardo Gujuli Izarra Murguia,,,"[-2.819459,42.956963]","[-3.044361,42.971066]",25,71,1485,307,997,,"[556, 781]",
9058,Supersegureando con los 18 puntos de control localizados,,,"[-1.8933,38.19083]","[-2.55288,38.48601]",30,602,10875,457,1749,,"[95, 236, 564, 758, 775]",
1444,"Benidorm,Callosa,Tabernhorn,Tarbena,Co.La Garga,Campell,Parcent,Antenas Rates,122 Km. (Luis Belda)",,,"[-0.13356,38.548065]","[-0.103985,38.779292]",44,122,2355,34,943,,"[337, 565]",
1106,Arriaga (Elgoibar) urnobieta-azkarate-hirugurutzeta-gurutzebakarra-kortazar(karakate)- sana Lorenzo (Elgoibar),,,"[-2.394862,43.229731]","[-2.365055,43.171289]",27,27,1119,25,883,,"[480, 567]",
8438,Super Randonnée Medina Azahara 2017,,,"[-4.78898,37.8888]","[-4.68501,38.0399]",46,605,16001,89,800,,"[568, 964]",
6385,Ruta San Pedro de Alcántara- Parauta- Igualeja- Pujerra- Venta el madroño,,,"[-4.989079,36.492035]","[-5.125406,36.622876]",39,85,2444,33,1081,,"[133, 569]",
3070,Escalona - Tella-Bestue-Escuain,,,"[0.143931,42.499141]","[0.1447,42.524687]",16,63,1702,555,1301,,"[491, 570]",
9256,Zarautzko tontorrak,,,"[-2.164363,43.286564]","[-2.177993,43.2824]",26,44,1239,0,355,,"[367, 573]",
6673,Santa Eulalia de Oscos-O Couso-O Ventorrillo-Pousadoiro-Millarado-Santa Eulalia de Oscos,,,"[-7.018038,43.258486]","[-7.072735,43.265363]",18,28,693,477,912,,[574],
2088,Castro de Rei - Muimenta - Pastoriza - Campo do Oso - Cadavedo - Abadín - Muimenta - Castro de Rei,,,"[-7.39671,43.20744]","[-7.386952,43.364484]",9,63,907,407,742,,[575],
7830,"Venta del Obispo, Burgohondo, Puerto de Serranillos, San Esteban del Valle, Puerto del Pico.",,,"[-5.023343,40.390973]","[-4.921506,40.327808]",46,94,1832,648,1570,,[576],
1157,Ata carril a tomar café e a volta subida o xiabre,,,"[-8.517523,42.893679]","[-8.718384,42.637498]",21,110,1376,19,666,,"[102, 578]",
7569,Ubeda Iznatoraf,,,"[-3.36997,38.01871]","[-3.033254,38.154608]",23,76,992,646,1037,,[579],
777,Alto Curueño-Todos los pueblos+Riopinos,,,"[-5.413205,42.854757]","[-5.422017,42.968974]",46,116,2025,1002,1651,,[580],
3920,La Bola de Zarza y El Cancho que se Menea de Montánchez,,,"[-6.105637,39.26075]","[-6.05272,39.232115]",29,53,1203,426,984,,[581],
10433,Taramundi-Riotorto-Marco Alvare-Pastoriza-Meira-Nacimiento Miño-Pontenova-Taramundi,,,"[-7.107114,43.360013]","[-7.332228,43.259527]",19,79,1332,80,605,,[583],
